id,x,y,r
874,9.109311,10.692950,0.250
875,14.995796,6.232177,0.250
876,13.812508,13.043647,0.250
877,17.294404,2.787480,0.250
878,13.149249,18.733891,0.250
879,1.181853,6.374235,0.250
880,18.839906,0.743566,0.250
881,12.714364,19.014297,0.250
882,2.796704,8.258293,0.250
883,17.797139,19.978025,0.250
884,0.350923,6.308836,0.250
885,8.656891,18.156774,0.250
886,2.256280,7.543801,0.250
887,11.648971,15.261814,0.250
888,9.605072,16.602754,0.250
889,15.659409,15.092566,0.250
890,14.810871,3.698374,0.250
891,16.971765,6.202585,0.250
892,7.977157,15.326924,0.250
893,1.658262,1.993809,0.250
894,5.077263,13.176163,0.250
895,5.172388,1.928380,0.250
896,13.081342,2.757073,0.250
897,6.560388,12.118382,0.250
898,15.352201,16.017232,0.250
899,17.751666,16.200481,0.250
900,9.175983,17.040259,0.250
901,13.293384,2.253990,0.250
902,2.395467,9.344908,0.250
903,15.178964,11.773162,0.250
904,18.041984,9.824199,0.250
905,1.469260,16.751662,0.250
906,11.180617,7.361794,0.250
907,4.722554,19.936058,0.250
908,6.541362,13.358155,0.250
909,14.520458,17.328085,0.250
910,19.913262,11.064067,0.250
911,13.997366,8.298748,0.250
912,4.826841,5.252941,0.250
913,3.189048,10.241907,0.250
914,4.088919,3.981866,0.250
915,19.260685,3.889697,0.250
916,19.687348,4.358714,0.250
917,1.805408,10.965970,0.250
918,2.378300,13.635775,0.250
919,10.017515,5.496787,0.250
920,2.820487,19.721714,0.250
921,19.641984,12.145083,0.250
922,18.236692,18.028244,0.250
923,1.629727,18.470989,0.250
924,3.818504,6.676639,0.250
925,17.478547,1.724387,0.250
926,0.739530,3.137863,0.250
927,16.554738,9.683145,0.250
928,18.196340,14.965969,0.250
929,13.277881,3.889396,0.250
930,17.713363,7.933990,0.250
931,18.718206,12.813661,0.250
932,14.187662,11.851219,0.250
933,4.781964,7.789326,0.250
934,10.244897,16.559390,0.250
935,4.496006,9.978831,0.250
936,2.423723,5.363699,0.250
937,13.761821,12.194786,0.250
938,6.414174,4.258328,0.250
939,18.945939,11.396346,0.250
940,12.923118,1.402533,0.250
941,6.952286,9.597558,0.250
942,1.802344,8.381871,0.250
943,12.789067,0.883730,0.250
944,9.968453,2.822560,0.250
945,11.704001,6.549233,0.250
946,7.640755,13.531258,0.250
947,13.861976,17.161425,0.250
948,15.999559,17.649674,0.250
949,17.093257,15.058505,0.250
950,2.100275,4.891929,0.250
951,15.130229,5.614343,0.250
952,7.839219,8.352071,0.250
953,8.682353,0.806712,0.250
954,18.091285,4.230886,0.250
955,6.758925,14.126897,0.250
956,14.972377,13.563623,0.250
957,2.373963,17.884309,0.250
958,3.970422,7.229760,0.250
959,17.224689,17.697594,0.250
960,9.368701,9.588843,0.250
961,13.468286,0.001689,0.250
962,4.080959,14.582149,0.250
963,13.825708,14.604104,0.250
964,4.460359,15.206874,0.250
965,19.303528,5.284865,0.250
966,7.115243,0.787740,0.250
967,5.928158,3.256567,0.250
968,17.238579,6.114262,0.250
969,11.537136,3.305373,0.250
970,12.001732,10.383092,0.250
971,16.133353,6.744950,0.250
972,16.329096,10.603399,0.250
973,6.131023,12.668584,0.250
974,14.905062,8.806290,0.250
975,1.003282,7.778385,0.250
976,16.783925,0.734991,0.250
977,11.116946,19.279851,0.250
978,7.967469,16.598296,0.250
979,8.262634,10.941577,0.250
980,11.289443,16.252820,0.250
981,13.536315,12.737810,0.250
982,19.890513,9.242393,0.250
983,7.825111,9.656327,0.250
984,1.387995,13.573281,0.250
985,16.097835,16.916048,0.250
986,3.993425,1.919337,0.250
987,10.636377,17.122030,0.250
988,16.808883,11.744883,0.250
989,16.633353,13.269686,0.250
990,5.154062,14.463349,0.250
991,10.255996,3.921548,0.250
992,0.818030,10.592594,0.250
993,6.359529,18.717643,0.250
994,12.410134,9.127952,0.250
995,0.254911,6.656918,0.250
996,5.976871,15.057757,0.250
997,5.925920,5.177540,0.250
998,14.102994,19.083934,0.250
999,14.250233,16.279753,0.250
1000,17.009635,19.025135,0.250
1001,0.490000,15.600413,0.250
1002,6.757125,1.615235,0.250
1003,13.165587,11.335332,0.250
1004,3.017127,13.317346,0.250
1005,7.784170,3.492691,0.250
1006,3.198776,2.639809,0.250
1007,5.323311,6.677718,0.250
1008,15.986520,2.603627,0.250
1009,12.863870,6.622626,0.250
1010,12.603179,12.786459,0.250
1011,6.880798,18.763444,0.250
1012,8.158732,10.905851,0.250
1013,16.346331,12.805990,0.250
1014,12.156416,6.863104,0.250
1015,17.674113,12.943211,0.250
1016,13.324245,15.374258,0.250
1017,19.147316,15.055611,0.250
1018,10.850794,11.559211,0.250
1019,11.393979,0.104058,0.250
1020,18.733194,16.080374,0.250
1021,4.284050,17.028340,0.250
1022,3.937404,12.660007,0.250
1023,2.649313,9.194220,0.250
1024,14.407350,4.840773,0.250
1025,14.536718,6.469862,0.250
1026,17.876902,3.041952,0.250
1027,15.137787,18.254488,0.250
1028,1.036581,11.200852,0.250
1029,6.065793,19.357852,0.250
1030,10.087197,15.485700,0.250
1031,7.860889,15.361191,0.250
1032,19.635504,18.549198,0.250
1033,12.937693,14.578004,0.250
1034,13.515781,11.790976,0.250
1035,5.308323,14.539167,0.250
1036,0.212940,3.446491,0.250
1037,5.797046,13.679744,0.250
1038,9.498254,10.235541,0.250
1039,5.785174,7.176420,0.250
1040,11.929138,10.028096,0.250
1041,5.511430,0.330157,0.250
1042,19.234823,13.433681,0.250
1043,19.022449,2.730651,0.250
1044,17.632135,19.051734,0.250
1045,2.073204,18.214946,0.250
1046,19.389535,5.836632,0.250
1047,14.002451,8.406861,0.250
1048,18.439944,11.337098,0.250
1049,15.145951,3.312072,0.250
1050,12.713035,2.694053,0.250
1051,5.287329,5.560790,0.250
1052,6.992533,8.906309,0.250
1053,8.578074,13.994652,0.250
1054,8.693103,15.895598,0.250
1055,12.147769,9.119896,0.250
1056,11.586707,10.595859,0.250
1057,12.601690,17.810363,0.250
1058,9.275048,14.066643,0.250
1059,11.059760,13.682234,0.250
1060,14.014369,9.140402,0.250
1061,12.176645,1.747728,0.250
1062,6.160126,0.308955,0.250
1063,17.279115,10.976657,0.250
1064,10.451973,8.624982,0.250
1065,6.345811,15.865670,0.250
1066,18.820028,3.441533,0.250
1067,8.066112,1.589582,0.250
1068,1.041696,7.216718,0.250
1069,13.798681,3.972724,0.250
1070,9.240292,3.577636,0.250
1071,4.497007,0.407276,0.250
1072,3.511198,4.857081,0.250
1073,14.109411,5.816427,0.250
1074,10.013268,13.720380,0.250
1075,1.794489,8.285029,0.250
1076,3.755735,18.527016,0.250
1077,10.013097,6.248402,0.250
1078,5.246214,15.111988,0.250
1079,15.526524,7.919752,0.250
1080,9.223632,2.094422,0.250
1081,17.989812,13.364165,0.250
1082,7.822625,17.650406,0.250
1083,10.205666,1.158769,0.250
1084,3.327439,8.673145,0.250
1085,13.378353,0.052885,0.250
1086,1.935439,14.529443,0.250
1087,3.430312,16.361190,0.250
1088,8.516658,12.303517,0.250
1089,7.422710,17.722004,0.250
1090,3.239044,4.230234,0.250
1091,11.116856,18.336457,0.250
1092,10.294663,17.646037,0.250
1093,12.700213,3.549330,0.250
1094,8.817910,8.349068,0.250
1095,0.708498,10.521995,0.250
1096,2.718137,8.494417,0.250
1097,8.646387,15.511528,0.250
1098,12.541719,18.173702,0.250
1099,19.906263,0.784359,0.250
1100,16.975096,1.557355,0.250
1101,11.564788,5.535984,0.250
1102,4.477412,7.384908,0.250
1103,13.915553,13.408745,0.250
1104,4.558094,18.044867,0.250
1105,3.967554,4.082789,0.250
1106,13.153535,0.779315,0.250
1107,10.359947,16.830341,0.250
1108,18.749353,19.527944,0.250
1109,2.183479,18.691039,0.250
1110,19.686028,16.509687,0.250
1111,9.700757,4.272631,0.250
1112,8.267065,15.647157,0.250
1113,7.885345,2.854021,0.250
1114,5.477451,17.332574,0.250
1115,17.353955,11.830092,0.250
1116,4.813709,18.997619,0.250
1117,14.143350,3.076156,0.250
1118,3.332407,16.964263,0.250
1119,9.049644,5.984830,0.250
1120,18.899786,2.200583,0.250
1121,3.960136,13.651313,0.250
1122,9.346161,2.606219,0.250
1123,4.224667,18.072573,0.250
1124,1.245122,3.047082,0.250
1125,11.356799,14.628380,0.250
1126,5.767654,14.211182,0.250
1127,6.899049,18.739670,0.250
1128,10.816319,16.004719,0.250
1129,19.692706,1.370146,0.250
1130,18.526279,8.361700,0.250
1131,0.215864,10.619327,0.250
1132,9.582663,12.083402,0.250
1133,6.238570,9.425463,0.250
1134,18.376647,14.571618,0.250
1135,2.529686,14.839291,0.250
1136,1.156275,19.785980,0.250
1137,15.304980,11.261131,0.250
1138,2.356655,6.661147,0.250
1139,8.844874,5.387519,0.250
1140,8.354497,8.508077,0.250
1141,14.498347,1.621371,0.250
1142,18.972024,10.924177,0.250
1143,4.686840,2.482129,0.250
1144,3.980875,14.703468,0.250
1145,11.908167,14.015926,0.250
1146,4.606014,3.746733,0.250
1147,12.740416,16.205739,0.250
1148,0.029632,17.971678,0.250
1149,16.845861,18.381543,0.250
1150,18.895058,11.223090,0.250
1151,0.974862,19.630471,0.250
1152,15.810661,14.182987,0.250
1153,7.969775,14.206968,0.250
1154,12.853762,2.280779,0.250
1155,10.768858,1.942948,0.250
1156,6.074532,8.603423,0.250
1157,1.410176,3.657950,0.250
1158,16.999908,1.805579,0.250
1159,5.035510,1.569294,0.250
1160,9.137489,9.019768,0.250
1161,6.208516,5.949224,0.250
1162,9.545979,6.309434,0.250
1163,2.323422,6.668532,0.250
1164,10.700689,12.932623,0.250
1165,1.469966,9.731504,0.250
1166,14.872022,2.938449,0.250
1167,1.681960,16.083723,0.250
1168,16.731734,12.491395,0.250
1169,16.400501,8.794408,0.250
1170,11.483893,11.519658,0.250
1171,16.391399,8.126211,0.250
1172,10.701313,3.215328,0.250
1173,17.212343,18.189164,0.250
1174,2.520379,15.252654,0.250
1175,5.830086,18.508343,0.250
1176,9.905817,8.631354,0.250
1177,6.929160,13.223996,0.250
1178,13.184604,4.123509,0.250
1179,2.573337,11.662926,0.250
1180,8.955159,5.885062,0.250
1181,7.318532,14.709632,0.250
1182,3.778743,9.053482,0.250
1183,4.404204,4.903962,0.250
1184,12.870868,12.345411,0.250
1185,6.944771,1.538772,0.250
1186,3.792704,15.654329,0.250
1187,4.121007,0.757577,0.250
1188,5.142486,2.648205,0.250
1189,12.371457,0.652213,0.250
1190,0.246917,8.367153,0.250
1191,11.583836,11.360489,0.250
1192,5.852577,11.821092,0.250
1193,6.286439,10.163847,0.250
1194,15.817327,13.587399,0.250
1195,0.563508,13.379748,0.250
1196,14.252377,3.548787,0.250
1197,19.431463,19.475860,0.250
1198,3.719541,15.118106,0.250
1199,3.931292,1.518771,0.250
1200,6.612578,13.323939,0.250
1201,11.153848,6.002374,0.250
1202,5.481666,13.768495,0.250
1203,4.328363,18.208477,0.250
1204,0.984912,16.505771,0.250
1205,4.102262,16.944006,0.250
1206,3.182915,18.602362,0.250
1207,6.731134,15.259772,0.250
1208,9.783510,19.355988,0.250
1209,9.756744,16.320802,0.250
1210,4.873550,9.606396,0.250
1211,5.166681,6.422815,0.250
1212,6.061084,14.176565,0.250
1213,14.534178,17.612338,0.250
1214,17.854260,6.657860,0.250
1215,4.897027,4.971863,0.250
1216,10.040234,9.195187,0.250
1217,9.636473,8.905002,0.250
1218,1.064075,17.272156,0.250
1219,14.356135,2.421648,0.250
1220,6.407671,9.496228,0.250
1221,7.760899,3.423123,0.250
1222,11.968636,2.383879,0.250
1223,15.572111,19.930009,0.250
1224,16.076851,12.423019,0.250
1225,7.188375,19.906189,0.250
1226,1.478742,10.590808,0.250
1227,0.525259,1.669187,0.250
1228,5.924271,11.075524,0.250
1229,19.133083,16.199895,0.250
1230,0.140005,9.555367,0.250
1231,14.962514,1.398234,0.250
1232,1.973560,19.301387,0.250
1233,7.055970,14.680798,0.250
1234,17.585005,6.275139,0.250
1235,5.239023,10.578517,0.250
1236,18.667096,13.319664,0.250
1237,15.486345,1.149015,0.250
1238,13.254120,14.364485,0.250
1239,13.828592,9.922700,0.250
1240,12.495103,18.180180,0.250
1241,16.509254,0.230370,0.250
1242,11.218115,0.943808,0.250
1243,3.759575,7.711406,0.250
1244,14.339801,4.890860,0.250
1245,5.088830,13.956192,0.250
1246,16.494289,9.350404,0.250
1247,1.413229,0.041272,0.250
1248,6.662098,6.780250,0.250
1249,12.184827,5.064509,0.250
1250,17.799045,3.802100,0.250
1251,7.520425,9.680237,0.250
1252,1.465145,7.236709,0.250
1253,5.330481,4.634418,0.250
1254,7.453524,15.139038,0.250
1255,13.448016,4.299801,0.250
1256,8.419323,12.833411,0.250
1257,16.757518,5.211076,0.250
1258,9.508603,13.948673,0.250
1259,9.323847,9.600031,0.250
1260,2.987254,6.453344,0.250
1261,11.521148,13.930707,0.250
1262,7.869896,3.690777,0.250
1263,12.161747,2.434557,0.250
1264,5.157836,3.951251,0.250
1265,8.576966,0.434448,0.250
1266,9.527366,3.229560,0.250
1267,0.738794,4.568858,0.250
1268,1.612654,6.613893,0.250
1269,8.229927,12.601127,0.250
1270,8.437232,11.190687,0.250
1271,12.011010,4.018245,0.250
1272,5.899831,6.450022,0.250
1273,4.544835,11.540920,0.250
1274,5.278284,7.195774,0.250
1275,18.800254,16.533735,0.250
1276,4.733437,11.455773,0.250
1277,2.256083,9.415305,0.250
1278,5.813053,3.391956,0.250
1279,15.905008,15.068431,0.250
1280,14.955717,1.210528,0.250
1281,18.257491,3.250260,0.250
1282,9.994744,10.072116,0.250
1283,14.345677,4.002438,0.250
1284,11.662087,0.001925,0.250
1285,18.556337,4.417093,0.250
1286,15.000531,7.690097,0.250
1287,11.566555,8.583418,0.250
1288,6.119690,0.488806,0.250
1289,2.507465,9.497372,0.250
1290,9.356661,8.396783,0.250
1291,8.948425,8.871574,0.250
1292,6.171526,1.906592,0.250
1293,7.553718,16.393569,0.250
1294,0.371244,5.940804,0.250
1295,12.109868,15.056340,0.250
1296,18.495767,2.178403,0.250
1297,13.059042,19.694173,0.250
1298,15.525083,15.687398,0.250
1299,11.329464,5.890071,0.250
1300,1.293852,19.964779,0.250
1301,0.465597,14.185210,0.250
1302,19.273609,4.015067,0.250
1303,16.570792,17.026379,0.250
1304,8.724810,0.468566,0.250
1305,18.909249,9.369446,0.250
1306,13.049051,1.118372,0.250
1307,0.844070,3.252480,0.250
1308,11.870761,4.446072,0.250
1309,16.761988,18.703125,0.250
1310,3.464960,12.752911,0.250
1311,18.577285,6.648762,0.250
1312,3.761162,17.569945,0.250
1313,17.235686,16.826664,0.250
1314,10.347283,10.068198,0.250
1315,9.218273,10.694149,0.250
1316,11.473548,16.468822,0.250
1317,8.045388,19.338737,0.250
1318,0.056393,18.453249,0.250
1319,0.780541,6.388310,0.250
1320,12.682376,18.573347,0.250
1321,9.534315,15.921266,0.250
1322,13.612083,10.661581,0.250
1323,17.968273,5.376672,0.250
1324,3.784030,15.241163,0.250
1325,2.798862,3.464426,0.250
1326,14.818573,19.936214,0.250
1327,10.301323,13.075410,0.250
1328,8.021813,4.881915,0.250
1329,17.813595,19.191646,0.250
1330,18.389505,13.134669,0.250
1331,0.240222,1.796453,0.250
1332,3.610957,6.082251,0.250
1333,1.556258,13.784603,0.250
1334,18.072945,3.853969,0.250
1335,11.311174,3.872480,0.250
1336,11.863614,10.730820,0.250
1337,6.132764,4.508230,0.250
1338,14.776385,5.555641,0.250
1339,16.231055,4.781924,0.250
1340,5.313861,17.143273,0.250
1341,16.902205,8.335710,0.250
1342,4.691737,4.690712,0.250
1343,5.032417,16.273970,0.250
1344,0.159637,4.813410,0.250
1345,18.702740,14.202924,0.250
1346,3.110762,6.484786,0.250
1347,16.905830,13.047367,0.250
1348,11.341435,19.369848,0.250
1349,18.633028,4.546755,0.250
1350,12.766730,16.515623,0.250
1351,7.886177,12.987778,0.250
1352,4.257485,18.082251,0.250
1353,11.812339,4.662815,0.250
1354,1.269211,12.378142,0.250
1355,12.832699,11.405094,0.250
1356,12.470995,1.895131,0.250
1357,5.771472,19.123848,0.250
1358,19.374405,14.343637,0.250
1359,19.984809,1.339470,0.250
1360,0.962405,18.687815,0.250
1361,6.489708,17.718668,0.250
1362,3.318248,6.180717,0.250
1363,10.092910,17.609625,0.250
1364,14.254395,16.399443,0.250
1365,6.519816,8.577149,0.250
1366,2.941412,8.280304,0.250
1367,4.543387,9.937840,0.250
1368,4.536881,16.153971,0.250
1369,13.113053,11.295232,0.250
1370,9.814304,10.780637,0.250
1371,13.483616,16.074963,0.250
1372,19.792013,5.385168,0.250
1373,16.344159,10.059921,0.250
1374,5.362070,6.692266,0.250
1375,3.946954,14.925406,0.250
1376,11.919180,10.961618,0.250
1377,17.236364,6.774285,0.250
1378,8.989591,5.023059,0.250
1379,7.977751,19.672146,0.250
1380,4.860006,12.311721,0.250
1381,7.600636,6.473288,0.250
1382,9.540839,6.900380,0.250
1383,17.960335,18.451059,0.250
1384,11.516313,16.606845,0.250
1385,14.866061,18.825240,0.250
1386,3.728543,1.063809,0.250
1387,15.966929,3.594321,0.250
1388,9.037938,13.496024,0.250
1389,5.019305,2.852066,0.250
1390,13.215369,12.649026,0.250
1391,0.340791,12.379573,0.250
1392,0.306750,11.604856,0.250
1393,6.789774,8.631188,0.250
1394,15.783808,8.978036,0.250
1395,11.860947,2.195328,0.250
1396,12.115909,0.631073,0.250
1397,5.802879,11.612152,0.250
1398,1.550476,5.328230,0.250
1399,12.154843,8.418790,0.250
1400,6.854519,18.237990,0.250
1401,17.464399,18.152434,0.250
1402,1.387126,6.979909,0.250
1403,10.388156,13.333558,0.250
1404,9.480744,1.213186,0.250
1405,3.174117,1.375502,0.250
1406,0.549761,19.657480,0.250
1407,9.165847,12.252847,0.250
1408,7.789770,17.941702,0.250
1409,7.958819,17.273254,0.250
1410,14.368973,8.701681,0.250
1411,14.091817,11.675127,0.250
1412,4.619590,6.677811,0.250
1413,10.738348,2.225267,0.250
1414,0.229263,18.812710,0.250
1415,8.398041,19.816526,0.250
1416,1.432465,19.348880,0.250
1417,8.588062,17.065465,0.250
1418,13.201902,9.926358,0.250
1419,12.534513,10.910012,0.250
1420,16.439925,4.680374,0.250
1421,14.863841,10.207118,0.250
1422,4.169929,0.339011,0.250
1423,2.294244,8.330406,0.250
1424,2.727766,11.320854,0.250
1425,17.327077,0.767840,0.250
1426,17.953149,9.832653,0.250
1427,6.938262,7.719370,0.250
1428,6.381054,10.966975,0.250
1429,16.269686,1.694594,0.250
1430,11.433134,2.799862,0.250
1431,7.320615,0.110412,0.250
1432,4.609120,1.488488,0.250
1433,2.639095,2.888684,0.250
1434,11.678227,11.368812,0.250
1435,14.013365,15.053887,0.250
1436,3.870564,10.053240,0.250
1437,16.163254,14.330765,0.250
1438,14.068535,18.528275,0.250
1439,5.431595,3.741995,0.250
1440,17.998252,16.252175,0.250
1441,3.475627,9.205834,0.250
1442,0.420934,1.252614,0.250
1443,5.958403,2.133781,0.250
1444,6.324320,15.224331,0.250
1445,16.240197,7.028234,0.250
1446,17.114068,13.626793,0.250
1447,4.069907,14.080139,0.250
1448,11.805169,0.781843,0.250
1449,9.276465,16.766655,0.250
1450,13.213348,9.971367,0.250
1451,10.460240,14.448804,0.250
1452,19.146471,8.534940,0.250
1453,18.684448,19.969132,0.250
1454,18.595952,7.967489,0.250
1455,16.166555,12.249360,0.250
1456,12.928161,19.016947,0.250
1457,19.969683,13.888046,0.250
1458,2.075827,11.781909,0.250
1459,10.694020,13.758236,0.250
1460,15.729446,0.809287,0.250
1461,6.168222,14.605124,0.250
1462,9.528687,15.191970,0.250
1463,0.140823,5.643706,0.250
1464,6.253798,13.666477,0.250
1465,5.971636,0.156437,0.250
1466,2.017013,4.710613,0.250
1467,5.323167,18.090889,0.250
1468,17.453956,11.641128,0.250
1469,1.852014,13.657405,0.250
1470,13.915053,2.711372,0.250
1471,19.900277,7.926753,0.250
1472,14.656930,6.208950,0.250
1473,8.186962,6.427789,0.250
1474,11.033825,10.553380,0.250
1475,8.499390,1.745108,0.250
1476,13.688993,9.393747,0.250
1477,9.384602,1.116701,0.250
1478,8.746112,11.706363,0.250
1479,4.840765,19.031612,0.250
1480,19.000689,16.892419,0.250
1481,18.008577,14.827594,0.250
1482,10.111467,14.875644,0.250
1483,9.862675,15.288767,0.250
1484,1.791830,11.199961,0.250
1485,12.903044,2.243270,0.250
1486,4.001209,17.127142,0.250
1487,9.846415,5.160922,0.250
1488,18.136491,4.734465,0.250
1489,17.317679,18.750875,0.250
1490,3.223424,7.012370,0.250
1491,14.541292,5.559272,0.250
1492,7.108020,2.962117,0.250
1493,17.032678,3.566901,0.250
1494,2.647967,7.693439,0.250
1495,15.289637,18.786856,0.250
1496,8.904029,7.522201,0.250
1497,18.483751,2.862187,0.250
1498,17.331460,0.068054,0.250
1499,3.151792,15.663561,0.250
1500,2.971400,19.352094,0.250
1501,6.887127,12.886915,0.250
1502,0.642293,5.894516,0.250
1503,7.031122,18.651116,0.250
1504,6.131281,1.812272,0.250
1505,4.364552,3.095615,0.250
1506,2.385622,10.916723,0.250
1507,11.799006,4.978101,0.250
1508,10.704087,3.811302,0.250
1509,8.068291,19.272162,0.250
1510,6.928373,7.989166,0.250
1511,16.419842,9.764938,0.250
1512,2.634503,2.930852,0.250
1513,8.306126,6.654777,0.250
1514,11.324238,0.201935,0.250
1515,12.076047,9.148895,0.250
1516,19.616479,8.550683,0.250
1517,6.666355,13.061026,0.250
1518,3.438677,4.005713,0.250
1519,0.293052,3.409086,0.250
1520,9.218234,4.973651,0.250
1521,14.142796,12.012821,0.250
1522,0.073917,12.336781,0.250
1523,11.064308,0.091471,0.250
1524,7.007255,14.550708,0.250
1525,9.259782,5.861421,0.250
1526,5.093953,17.742013,0.250
1527,0.976285,17.133857,0.250
1528,14.675295,0.805904,0.250
1529,16.197167,8.912427,0.250
1530,7.549549,15.503880,0.250
1531,11.333467,5.990894,0.250
1532,18.163375,11.561383,0.250
1533,2.915319,10.550790,0.250
1534,19.803233,6.765451,0.250
1535,6.283358,14.759079,0.250
1536,5.786786,2.062383,0.250
1537,19.280126,18.365805,0.250
1538,15.654305,1.655387,0.250
1539,10.941479,11.301756,0.250
1540,6.360082,18.102241,0.250
1541,15.187993,1.276113,0.250
1542,8.463829,2.412946,0.250
1543,9.516369,6.374112,0.250
1544,7.322089,19.147387,0.250
1545,18.690841,12.654698,0.250
1546,9.279639,6.512983,0.250
1547,3.434583,16.748182,0.250
1548,12.860898,1.462349,0.250
1549,14.121111,13.453894,0.250
1550,4.961335,9.790948,0.250
1551,9.465695,8.337846,0.250
1552,2.038869,1.234749,0.250
1553,0.216760,15.330379,0.250
1554,16.305285,9.567884,0.250
1555,17.847296,19.323829,0.250
1556,6.917629,17.700305,0.250
1557,8.246263,3.770175,0.250
1558,16.169624,7.775435,0.250
1559,10.409996,3.278702,0.250
1560,10.683071,16.267831,0.250
1561,0.133613,1.213652,0.250
1562,7.599257,14.080836,0.250
1563,18.702421,12.291883,0.250
1564,5.770359,11.644237,0.250
1565,6.583321,10.180525,0.250
1566,1.950853,9.011921,0.250
1567,2.116215,0.094635,0.250
1568,11.988921,10.959529,0.250
1569,5.205413,16.394854,0.250
1570,17.017852,7.082117,0.250
1571,6.011039,5.185065,0.250
1572,14.647455,16.891807,0.250
1573,18.640435,11.910046,0.250
1574,15.155460,19.915447,0.250
1575,19.839572,13.953127,0.250
1576,2.678926,10.792267,0.250
1577,12.684451,18.233851,0.250
1578,1.405649,19.371533,0.250
1579,15.272512,3.805623,0.250
1580,6.765566,15.810203,0.250
1581,14.414040,9.453369,0.250
1582,1.622161,0.670589,0.250
1583,4.323572,6.291196,0.250
1584,17.463875,0.018004,0.250
1585,10.311301,15.360042,0.250
1586,0.595506,5.518426,0.250
1587,17.474485,10.225338,0.250
1588,3.329620,19.536151,0.250
1589,4.388850,4.574660,0.250
1590,0.177958,5.231450,0.250
1591,1.799999,4.815387,0.250
1592,9.042838,1.658226,0.250
1593,16.314819,7.672357,0.250
1594,17.408563,3.861666,0.250
1595,19.092883,2.785524,0.250
1596,13.532830,7.975903,0.250
1597,19.537860,0.307613,0.250
1598,9.515083,0.246490,0.250
1599,6.653453,4.456245,0.250
1600,3.280560,6.104403,0.250
1601,6.644049,10.081595,0.250
1602,4.413051,14.551088,0.250
1603,9.588471,16.840505,0.250
1604,7.991382,10.036676,0.250
1605,18.329561,0.283608,0.250
1606,14.842138,14.783588,0.250
1607,2.522373,10.501405,0.250
1608,14.918566,13.571697,0.250
1609,4.513076,19.409427,0.250
1610,15.679483,3.523480,0.250
1611,10.217861,13.033388,0.250
1612,15.468183,8.889177,0.250
1613,5.001848,8.794342,0.250
1614,1.891339,0.831945,0.250
1615,14.557994,17.793839,0.250
1616,15.197915,2.213016,0.250
1617,10.785994,12.099082,0.250
1618,16.658068,17.376853,0.250
1619,2.671194,17.028082,0.250
1620,1.942057,6.936305,0.250
1621,12.163492,8.434816,0.250
1622,19.499146,7.557764,0.250
1623,15.056247,14.994380,0.250
1624,13.936514,16.746322,0.250
1625,6.865182,5.488151,0.250
1626,14.398157,2.630927,0.250
1627,13.707295,1.088936,0.250
1628,7.943801,18.749537,0.250
1629,8.179763,12.646134,0.250
1630,17.927800,3.834279,0.250
1631,10.238846,2.970891,0.250
1632,7.378048,6.596606,0.250
1633,13.078798,14.121253,0.250
1634,7.374883,15.512450,0.250
1635,14.010768,19.687327,0.250
1636,10.429994,13.607379,0.250
1637,10.341709,2.076434,0.250
1638,8.865325,18.241755,0.250
1639,0.253288,14.798265,0.250
1640,18.191987,5.895891,0.250
1641,8.680783,9.750041,0.250
1642,5.489158,1.955203,0.250
1643,18.191997,9.501666,0.250
1644,2.782991,15.495370,0.250
1645,4.866163,4.580881,0.250
1646,5.425524,19.067489,0.250
1647,19.172848,15.758428,0.250
1648,15.473579,13.483231,0.250
1649,11.850858,1.333198,0.250
1650,10.067676,17.599998,0.250
1651,4.787152,9.417392,0.250
1652,14.810935,3.106080,0.250
1653,6.895737,15.221676,0.250
1654,2.147982,14.305807,0.250
1655,14.996584,3.340336,0.250
1656,14.743855,12.904711,0.250
1657,19.694528,15.036438,0.250
1658,13.862915,7.794679,0.250
1659,16.258179,0.526978,0.250
1660,12.747746,9.839109,0.250
1661,0.498824,16.268047,0.250
1662,14.998064,11.658069,0.250
1663,9.649335,7.239977,0.250
1664,17.949626,12.413448,0.250
1665,8.243077,14.232505,0.250
1666,1.053130,7.594119,0.250
1667,18.992809,6.129928,0.250
1668,19.253125,3.801091,0.250
1669,18.669600,17.196256,0.250
1670,1.366921,18.532664,0.250
1671,18.981722,9.360369,0.250
1672,13.463485,4.969590,0.250
1673,12.453568,19.501178,0.250
1674,7.242359,1.760225,0.250
1675,3.304553,11.732776,0.250
1676,13.412558,7.805687,0.250
1677,3.328020,14.689595,0.250
1678,0.071479,2.045014,0.250
1679,12.770146,3.811564,0.250
1680,16.083807,8.240315,0.250
1681,6.208851,8.629265,0.250
1682,19.460423,4.761933,0.250
1683,3.432703,5.049088,0.250
1684,10.737308,19.373594,0.250
1685,5.319822,12.638388,0.250
1686,11.354449,9.017572,0.250
1687,14.716790,16.910642,0.250
1688,7.034747,4.599835,0.250
1689,2.317553,16.610603,0.250
1690,16.162922,0.775211,0.250
1691,17.542332,15.999460,0.250
1692,3.164422,10.732537,0.250
1693,4.416525,2.139990,0.250
1694,16.884322,5.979820,0.250
1695,2.449617,7.181715,0.250
1696,13.966241,1.129391,0.250
1697,12.514082,15.646065,0.250
1698,7.231238,3.683059,0.250
1699,7.724294,16.711522,0.250
1700,19.056726,8.817274,0.250
1701,9.315429,1.498786,0.250
1702,19.755372,19.168276,0.250
1703,7.522373,5.355929,0.250
